id,ano,area,posicao,co_item,question,alternatives,label,IU,description,difficulty_score,has_irt,caderno_cor
questao_07,2023,LC,7,40390,[[placeholder]] Essa campanha publicitária do Ministério da Saúde visa,"[""divulgar um conjunto de benefícios proporcionados pela amamentação."", ""apresentar tratamentos para infecções respiratórias em bebês."", ""defender o direito das mulheres de amamentar em público."", ""orientar sobre os exercícios para uma boa amamentação."", ""informar sobre o aumento de anticorpos nas mães.""]",A,True,"Descrição da campanha publicitária: Foto de uma mulher, com semblante satisfeito, amamentando seu bebê. Sob o título Por que é tão importante amamentar?, o seguinte texto: “O bebê recebe os anticorpos da mãe para proteção contra diversas doenças, como diarreia e infecções, principalmente respiratórias. Diminui o risco de asma, diabetes e obesidade em crianças. É um ótimo exercício para o desenvolvimento da face do bebê e para o crescimento de dentes fortes e bonitos. Desenvolve a fala e uma boa respiração”.",0.262509,True,VERDE
questao_08,2023,LC,8,140920,"Carta aberta à população brasileira Prezados Cidadãos e Cidadãs, O envelhecimento populacional é um fenômeno mundial. Infelizmente, nosso país ainda não está preparado para atender às demandas dessa população. Este é o retrato da saúde pública no Brasil, que, apesar dos indiscutíveis avanços, apresenta um cenário de deficiências e falta de integração em todos os níveis de atenção à saúde: primária (atendimento deficiente nas unidades de saúde da atenção básica), secundária (carência de centros de referência com atendimento por especialistas) e terciária (atendimento hospitalar com abordagem ao idoso centrada na doença), ou seja, não há, na prática, uma rede de atenção à saúde do idoso. Diante desse cenário, a Sociedade Brasileira de Geriatria e Gerontologia (SBGG) vem a público manifestar suas preocupações com o presente e o futuro dos idosos no Brasil. É preciso garantir a saúde como direito universal. Esperamos que tanto nossos atuais quanto os futuros governantes e legisladores reflitam sobre a necessidade de investir na saúde e na qualidade de vida associada ao envelhecimento.Dignidade à saúde do idoso! Rio de Janeiro, 15 de setembro de 2014. O objetivo desse texto é","[""sensibilizar o idoso a respeito dos cuidados com a saúde."", ""alertar os governantes sobre os cuidados requeridos pelo idoso."", ""divulgar o trabalho da Sociedade Brasileira de Geriatria e Gerontologia."", ""informar o setor público sobre o retrocesso da legislação destinada à população idosa."", ""chamar a atenção da população sobre a qualidade dos serviços de saúde pública para o idoso.""]",E,False,,0.663574,True,VERDE
questao_09,2023,LC,9,97007,"A petição on-line criada por um cidadão paulista surtiu efeito: casado há três anos com seu companheiro, ele pedia a alteração da definição de “casamento” no tradicional dicionário Michaelis em português. Na definição anterior, casamento aparecia como “união legítima entre homem e mulher” e “união legal entre homem e mulher, para constituir família”. O novo verbete não traz em nenhum momento as palavras homem ou mulher — agora a definição de casamento se refere a “pessoas”. Para o diretor de comunicação do site onde a petição foi publicada, a iniciativa mostra a “eficiência da mobilização”. “Em dois dias, mudou-se uma definição que permanecia a mesma há décadas”, afirma. E conclui: “A plataforma serve para todos os tipos de causas, para as mudanças que importam para as pessoas.”. A notícia trata da mudança ocorrida em um dicionário da língua portuguesa. Segundo o texto, essa mudança foi impulsionada pela","[""inclusão de informações no verbete."", ""relevância social da instituição casamento."", ""utilização pública da petição pelos cidadãos."", ""rapidez na disseminação digital do verbete."", ""divulgação de plataformas para a criação de petição.""]",C,False,,0.713591,True,VERDE
questao_10,2023,LC,10,141212,"A neozelandesa Laurel Hubbard fez história nos Jogos Olímpicos. Apesar de ter ficado de fora da disputa por medalhas, a levantadora de peso deixou sua marca na edição de Tóquio por ser a primeira mulher abertamente transgênero a participar de uma competição olímpica. No início da carreira, na década de 1990, a neozelandesa participava de disputas na categoria masculina. Em 2001, aos 23 anos, ela se afastou da atividade. “A pressão de tentar me encaixar em um mundo que talvez não tenha sido feito para pessoas como eu se tornou um fardo muito grande para suportar.” Em 2012, Laurel começou sua transição de gênero por meio de terapias hormonais e, em 2013, declarou abertamente ser uma mulher trans. Para o Comitê Olímpico Internacional, a participação de mulheres trans nos Jogos é permitida caso o nível de testosterona, hormônio que aumenta a massa muscular, esteja abaixo de 10 nanomols por litro por pelo menos 12 meses. No texto, os limites do potencial inclusivo do esporte são dados pela","[""dificuldade de conseguir bons resultados esportivos."", ""dependência de características biológicas padronizadas."", ""inexistência de uma categoria para pessoas transgênero."", ""necessidade de afastamento temporário das competições."", ""impossibilidade de uso controlado de substâncias exógenas.""]",B,False,,0.631075,True,VERDE
questao_11,2023,LC,11,141204,"“Ganhei 25 medalhas em mundiais, sete em Jogos Olímpicos, e sou uma sobrevivente de abuso sexual.” Foi assim que Simone Biles se apresentou ao comitê do Senado norte-americano que investiga as supostas falhas do FBI no caso Larry Nassar. Biles e outras três atletas, vítimas dos abusos do ex-médico da equipe de ginástica feminina dos EUA, exigiram que os agentes da investigação sejam processados por falta de ação prévia contra Nassar, agora preso. Biles esclareceu que culpa Larry Nassar e “todo o sistema que o permitiu e o perpetrou”, acusando a Federação de Ginástica e o Comitê Olímpico dos Estados Unidos de saberem “muito antes” que ela havia sofrido abusos. A melhor ginasta do mundo é um ícone. Nos Jogos Olímpicos de Tóquio, uma lesão psicológica a impediu de competir como previa. No entanto, ela chegou ao topo como uma líder no trabalho de acabar com o preconceito com os problemas de saúde mental. “Não quero que nenhum outro atleta olímpico sofra o horror que eu e outras centenas suportamos e continuamos suportando até hoje”, afirmou. O fato relatado na notícia chama a atenção acerca da necessidade de reflexão sobre a relação entre o esporte e","[""o desempenho atlético internacional."", ""a dimensão emocional dos atletas."", ""os comitês olímpicos nacionais."", ""as instituições de inteligência."", ""as federações esportivas.""]",B,False,,0.4777,True,VERDE
questao_12,2023,LC,12,141802,"O acesso às Práticas Corporais/Atividades Físicas (PC/AF) é desigual no Brasil, à semelhança de outros indicadores sociais e de saúde. Em geral, PC/AF prazerosas, diversificadas, mais afeitas ao período de lazer estão concentradas nas populações mais abastadas. As atividades físicas de deslocamento, trajetos a pé ou de bicicleta para estudar ou trabalhar, por exemplo, são mais frequentes na classe social menos favorecida. Aqui, há uma relação inversa e perversa entre variáveis socioeconômicas de acesso às PC/AF. As maiores prevalências de inatividade física foram em mulheres, pessoas com 60 anos ou mais, negros, pessoas com autoavaliação de saúde ruim ou muito ruim, com renda familiar de até quatro salários mínimos por pessoa, pessoas que desconhecem programas públicos de PC/AF e residentes em áreas sem locais públicos para a prática. O fator central que impacta a realização de práticas corporais/atividades físicas no tempo de lazer no Brasil é a","[""diferença entre homens e mulheres."", ""inexistência de políticas públicas."", ""diversidade de faixa etária."", ""variação de condição étnica."", ""desigualdade entre classes sociais.""]",E,False,,0.492278,True,VERDE
questao_13,2023,LC,13,141243,"A indústria do esporte eletrônico é um mercado que está crescendo em um ritmo mais rápido do que a economia mundial. Sua popularidade cresceu muito e no Brasil não é diferente. De acordo com os dados de uma pesquisa, mais de 64 por cento dos brasileiros que jogam videogame já ouviram falar de esporte eletrônico. No entanto, o que chama a atenção é o crescimento superior a 10 por cento do público praticante comparado ao ano anterior, que subiu de 44,7 por cento para 55,4 por cento. Trata-se de um percentual expressivo, já que o Brasil está no top 3 dentre os países que têm maior número de espectadores de esporte eletrônico do mundo. Comparado ao ano anterior, em 2020, o Brasil teve um marco de crescimento de 20 por cento na audiência. Mundo afora, a árdua dedicação de grandes gamers contribuiu para o reconhecimento do Comitê Olímpico Internacional, aliado a outras cinco federações esportivas e suas desenvolvedoras de jogos, que direcionaram um olhar mais atento ao assunto, permitindo dar o primeiro passo para concretizar, pela primeira vez na história dos jogos eletrônicos, um evento olímpico oficial. O contexto em que o esporte eletrônico é apresentado no texto demonstra o(a)","[""condição favorável à expansão dessa modalidade."", ""promoção dessa prática por jogadores profissionais."", ""impulsionamento de um processo de marketing."", ""favorecimento de fabricantes dos jogos."", ""modificação da audiência televisiva.""]",A,False,,0.431319,True,VERDE
questao_14,2023,LC,14,141260,"O Marabaixo é uma expressão artístico-cultural formada nas tradições e na identificação cultural entre as comunidades negras do Amapá. O nome remonta às mortes de escravizados em navios negreiros que eram jogados na água. Em sua homenagem, hinos de lamento eram cantados mar abaixo, mar acima. Posteriormente, o Marabaixo se integrou à vivência das comunidades negras em um ciclo de danças, cantorias com tambores e festas religiosas, recebendo, em 2018, o título de Patrimônio Cultural do Brasil. A manifestação do Marabaixo se constituiu em expressão de arte e cultura, exercendo função de","[""ressignificar episódios dramáticos em novas práticas culturais."", ""adaptar coreografias como imitação dos movimentos do mar."", ""lembrar dos mortos no passado escravista como forma de lamento."", ""perpetuar uma narrativa de apagamento dos fatos históricos traumáticos."", ""ritualizar a passagem de atos fúnebres nas produções coletivas com espírito festivo.""]",A,False,,0.683612,True,VERDE
questao_15,2023,LC,15,141201,"O uso das redes sociais como forma de ampliar universos foi uma descoberta recente para o artista Wolney Fernandes, que começou a criar quando o ambiente em Goiás era mais árido em relação às artes visuais. “Hoje, ser diferente é uma potência e quem sabe o que quer com a própria arte encontra espaço”, diz. As colagens artísticas do goiano aparecem em capas de obras literárias pelo Brasil e exterior. O artista goiano Wolney Fernandes busca expor seu trabalho por meio de plataformas virtuais com o objetivo de","[""dar suporte à técnica de colagem em Artes Visuais, contornando dificuldades práticas."", ""aproximar-se da estética visual própria da editoração de obras artísticas, como capas de livros."", ""oferecer uma vitrine internacional para sua produção artística, a fim de dar mais visibilidade a suas obras."", ""enfatizar o caráter original e inovador de suas criações artísticas, diferenciando-se das artes tradicionais."", ""trazer um sentido tecnológico às suas colagens, uma vez que as imagens artísticas são recorrentes nas redes sociais.""]",C,False,,0.774123,True,VERDE
questao_16,2023,LC,16,141214,"O mais antigo grupo de rap indígena do país, Brô MCs, surgiu em 2009, na aldeia Jaguapiru, em Dourados, Mato Grosso do Sul. Os integrantes conheceram o rap pelo rádio, ouvindo um programa que apresentava cantores e grupos brasileiros desse gênero musical. O Brô MCs conseguiu influenciar outros a fazerem rap e a lutarem pelas causas indígenas. Um dos nomes do movimento, Kunumí MC, é um jovem de 16 anos, da aldeia Krukutu, em São Paulo. O adolescente enxerga o rap como uma cultura da defesa e começou a fazer rimas quando percebeu que a poesia, pela qual sempre se interessou, podia virar música. Nas letras que cria, inspiradas tanto pelo rap quanto pelos ritmos indígenas, tenta incluir sempre assuntos aos quais acha importante dar voz, principalmente, a questão da demarcação de terras. O movimento rap dos povos originários do Brasil revela o(a)","[""fusão de manifestações artísticas urbanas contemporâneas com a cultura indígena."", ""contraposição das temáticas socioambientais indígenas às questões urbanas."", ""rejeição da indústria radiofônica às músicas indígenas."", ""distanciamento da realidade social indígena."", ""estímulo ao estudo da poesia indígena.""]",A,False,,0.502285,True,VERDE
